CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13319,4,26,10845.550000000001,2,Mid Value
13320,92,4,1548.7,0,Low Value
13321,101,2,567.36,0,Low Value
13322,32,1,199.48000000000002,0,Low Value
13323,23,5,787.85,0,Low Value
13324,10,10,7121.95,0,Low Value
13325,96,1,675.3,0,Low Value
13327,15,8,3627.77,0,Low Value
13328,331,1,1308.48,0,Low Value
13329,46,2,789.0,0,Low Value
13330,107,3,1140.93,0,Low Value
13332,29,1,350.90000000000003,0,Low Value
13334,97,3,3536.82,0,Low Value
13336,92,1,795.12,0,Low Value
13338,172,1,487.02,0,Low Value
13339,215,1,860.12,0,Low Value
13340,60,7,10736.48,0,Low Value
13341,275,1,775.85,0,Low Value
13343,192,1,353.43,0,Low Value
13344,82,3,2543.7200000000003,0,Low Value
13345,302,1,389.5,0,Low Value
13347,85,1,341.36,0,Low Value
13348,78,1,233.76000000000002,0,Low Value
13349,25,1,247.32,0,Low Value
13350,30,2,979.12,0,Low Value
13351,81,1,373.94,0,Low Value
13352,75,1,397.98,0,Low Value
13354,86,1,743.53,0,Low Value
13355,137,1,674.7,0,Low Value
13356,95,1,768.24,0,Low Value
13357,272,1,609.95,0,Low Value
13358,283,1,439.03000000000003,0,Low Value
13359,78,1,439.56,0,Low Value
13362,24,4,3090.7400000000002,0,Low Value
13363,32,2,992.5,0,Low Value
13364,85,1,134.96,0,Low Value
13365,48,2,2225.37,0,Low Value
13366,65,1,56.16,0,Low Value
13368,271,2,623.4,0,Low Value
13369,15,1,308.28000000000003,0,Low Value
13370,21,1,754.87,0,Low Value
13372,104,1,378.64,0,Low Value
13373,75,3,3312.25,0,Low Value
13375,103,1,778.65,0,Low Value
13376,113,3,1019.76,0,Low Value
13379,41,3,572.56,0,Low Value
13381,46,6,3639.31,0,Low Value
13382,295,1,222.99,0,Low Value
13384,45,7,4151.93,0,Low Value
13385,344,1,534.57,0,Low Value
13388,146,2,677.1,0,Low Value
13389,26,3,797.96,0,Low Value
13390,89,1,544.08,0,Low Value
13391,583,1,59.8,3,Inactive
13394,16,8,2520.02,0,Low Value
13395,200,1,307.72,0,Low Value
13396,43,2,1360.99,0,Low Value
13397,87,5,1544.13,0,Low Value
13398,207,1,457.34000000000003,0,Low Value
13402,21,2,621.23,0,Low Value
13403,397,1,75.0,0,Low Value
13404,227,2,252.49,0,Low Value
13405,218,3,572.451,0,Low Value
13408,8,62,28117.04,2,Mid Value
13410,89,5,1003.06,0,Low Value
13411,122,1,213.55,0,Low Value
13414,148,3,1390.5,0,Low Value
13416,58,2,712.5,0,Low Value
13417,19,2,640.83,0,Low Value
13418,9,18,6127.43,2,Mid Value
13419,78,1,221.06,0,Low Value
13420,529,2,159.85,3,Inactive
13421,55,2,1851.08,0,Low Value
13422,79,1,2626.3,0,Low Value
13425,122,3,1624.21,0,Low Value
13426,9,10,3641.32,0,Low Value
13427,34,3,582.6,0,Low Value
13428,25,1,218.47,0,Low Value
13429,25,4,1006.8,0,Low Value
13430,33,2,679.45,0,Low Value
13431,82,2,1269.1,0,Low Value
13434,89,2,534.24,0,Low Value
13435,20,7,3809.89,0,Low Value
13436,16,1,196.89,0,Low Value
13437,29,7,3408.06,0,Low Value
13439,270,1,283.71,0,Low Value
13441,106,1,296.64,0,Low Value
13447,38,3,1129.14,0,Low Value
13448,14,6,3539.3700000000003,0,Low Value
13449,38,1,291.88,0,Low Value
13450,41,6,2043.72,0,Low Value
13451,41,5,2976.15,0,Low Value
13452,639,2,590.0,3,Inactive
13453,180,2,356.98,0,Low Value
13455,16,2,1058.34,0,Low Value
13456,32,6,1766.72,0,Low Value
13458,9,14,9646.57,2,Mid Value
13460,43,2,183.44,0,Low Value
13461,53,3,1445.0,0,Low Value
13462,267,1,151.5,0,Low Value
13464,73,1,674.68,0,Low Value
13466,198,1,307.90000000000003,0,Low Value
13467,25,2,1083.71,0,Low Value
13468,8,37,5704.97,2,Mid Value
13470,129,2,165.0,0,Low Value
13471,16,4,2531.58,0,Low Value
13473,75,2,422.64,0,Low Value
13474,251,1,229.59,0,Low Value
13475,206,4,1431.78,0,Low Value
13476,193,2,1238.47,0,Low Value
13477,52,6,1454.58,0,Low Value
13479,215,2,300.95,0,Low Value
13481,60,5,1804.56,0,Low Value
13482,246,1,184.64000000000001,0,Low Value
13483,80,1,140.34,0,Low Value
13484,255,1,313.8,0,Low Value
13485,248,1,454.24,0,Low Value
13486,93,3,1122.41,0,Low Value
13487,3,3,575.4,0,Low Value
13488,17,13,8968.31,2,Mid Value
13489,120,4,449.52,0,Low Value
13491,22,10,1215.82,0,Low Value
13492,151,3,1269.84,0,Low Value
13493,290,2,618.63,0,Low Value
13494,326,1,316.26000000000005,0,Low Value
13495,9,5,2044.8700000000001,0,Low Value
13496,9,2,653.33,0,Low Value
13497,18,2,348.05,0,Low Value
13499,88,5,1159.1100000000001,0,Low Value
13500,38,3,1166.77,0,Low Value
13501,302,1,1340.32,0,Low Value
13502,31,3,292.0,0,Low Value
13503,86,1,216.85,0,Low Value
13504,79,1,295.93,0,Low Value
13505,87,4,4393.63,0,Low Value
13506,19,2,458.52,0,Low Value
13507,18,4,2479.16,0,Low Value
13508,258,1,110.97,0,Low Value
13509,23,7,979.72,0,Low Value
13510,16,4,1791.56,0,Low Value
13512,275,1,251.21,0,Low Value
13513,141,1,205.1,0,Low Value
13514,88,1,152.20000000000002,0,Low Value
13515,87,4,891.12,0,Low Value
13516,36,3,1389.41,0,Low Value
13517,74,3,2128.42,0,Low Value
13518,100,1,659.44,0,Low Value
13519,92,1,122.75,0,Low Value
13520,21,6,3624.35,0,Low Value
13521,16,3,1093.65,0,Low Value
13522,45,1,125.80000000000001,0,Low Value
13523,16,5,3964.88,0,Low Value
13524,55,5,680.1800000000001,0,Low Value
13525,394,2,628.78,0,Low Value
13527,48,7,2287.51,0,Low Value
13529,93,2,307.76,0,Low Value
13531,16,2,483.8,0,Low Value
13532,48,1,210.31,0,Low Value
13533,197,3,270.79,0,Low Value
13534,8,25,5870.08,2,Mid Value
13536,15,7,3448.29,0,Low Value
13538,135,7,1280.85,0,Low Value
13539,100,3,631.34,0,Low Value
13544,54,2,291.41,0,Low Value
13546,27,3,626.99,0,Low Value
13548,111,2,682.41,0,Low Value
13549,40,7,918.2,0,Low Value
13551,334,1,91.80000000000001,0,Low Value
13552,81,12,3740.07,0,Low Value
13555,88,4,4149.28,0,Low Value
13557,43,2,584.0600000000001,0,Low Value
13558,20,4,605.06,0,Low Value
13560,22,1,174.37,0,Low Value
13561,230,1,141.85999999999999,0,Low Value
13562,96,3,1799.3300000000002,0,Low Value
13563,99,2,777.53,0,Low Value
13564,3,3,1749.02,0,Low Value
13565,34,2,240.22,0,Low Value
13566,55,2,874.71,0,Low Value
13568,188,1,192.85,0,Low Value
13569,17,2,373.75,0,Low Value
13570,258,1,239.49,0,Low Value
13571,27,12,2092.32,0,Low Value
13572,220,1,1384.25,0,Low Value
13573,65,2,294.40000000000003,0,Low Value
13575,73,5,732.07,0,Low Value
13576,22,18,6717.34,2,Mid Value
13577,40,4,1687.6000000000001,0,Low Value
13579,18,2,467.04,0,Low Value
13581,324,1,118.0,0,Low Value
13583,170,1,781.03,0,Low Value
13584,321,1,142.4,0,Low Value
13587,78,1,712.4,0,Low Value
13588,30,9,2478.95,0,Low Value
13589,29,2,379.65,0,Low Value
13590,26,6,1981.92,0,Low Value
13591,79,3,1117.13,0,Low Value
13592,50,4,247.95999999999998,0,Low Value
13593,123,5,2037.0800000000002,0,Low Value
13594,67,1,396.97,0,Low Value
13596,20,2,697.04,0,Low Value
13598,62,1,180.17000000000002,0,Low Value
13599,15,21,5153.67,2,Mid Value
13600,327,1,219.52,0,Low Value
13601,59,2,693.32,0,Low Value
13602,79,1,428.89,0,Low Value
13603,41,1,164.34,0,Low Value
13606,258,3,280.54,0,Low Value
13607,54,1,678.01,0,Low Value
13610,27,7,1131.88,0,Low Value
13611,9,3,1171.8,0,Low Value
13614,39,4,1610.46,0,Low Value
13615,333,1,417.69,0,Low Value
13617,55,3,544.18,0,Low Value
13618,188,1,177.34,0,Low Value
13621,131,1,213.85,0,Low Value
13623,45,5,747.78,0,Low Value
13626,632,1,257.23,3,Inactive
13627,7,5,1638.47,0,Low Value
13629,113,11,7792.36,0,Low Value
13630,20,7,2031.78,0,Low Value
13631,114,11,3070.42,0,Low Value
13632,39,5,2121.27,0,Low Value
13634,48,5,1575.16,0,Low Value
13635,82,1,1071.03,0,Low Value
13636,51,5,949.12,0,Low Value
13637,202,3,810.5,0,Low Value
13638,395,1,122.64,0,Low Value
13639,89,1,1033.34,0,Low Value
13642,230,1,354.8,0,Low Value
13643,46,3,519.44,0,Low Value
13644,31,4,2624.26,0,Low Value
13645,499,1,252.1,3,Inactive
13647,24,4,1678.1200000000001,0,Low Value
13649,16,2,346.6,0,Low Value
13650,31,6,1836.3400000000001,0,Low Value
13651,419,2,94.2,0,Low Value
13652,18,3,1095.08,0,Low Value
13654,57,6,2707.33,0,Low Value
13655,129,2,932.97,0,Low Value
13656,179,2,379.65,0,Low Value
13657,25,2,382.14,0,Low Value
13658,24,5,2639.17,0,Low Value
13659,220,2,1573.2,0,Low Value
13662,100,3,897.76,0,Low Value
13663,194,1,189.47,0,Low Value
13666,75,3,84.65,0,Low Value
13667,164,1,305.02,0,Low Value
13668,12,21,6363.59,2,Mid Value
13669,65,2,218.55,0,Low Value
13670,90,1,349.7,0,Low Value
13672,682,2,186.39000000000001,3,Inactive
13673,33,2,396.92,0,Low Value
13675,166,2,486.82000000000005,0,Low Value
13678,166,1,232.6,0,Low Value
13680,16,4,3722.42,0,Low Value
13681,32,4,827.83,0,Low Value
13682,202,1,59.5,0,Low Value
13684,300,1,67.23,0,Low Value
13685,17,7,3119.44,0,Low Value
13686,562,1,72.0,3,Inactive
13689,78,1,910.0,0,Low Value
13690,74,1,172.25,0,Low Value
13692,39,3,1488.32,0,Low Value
13694,7,50,65039.62,2,Mid Value
13695,46,15,2504.13,2,Mid Value
13697,53,1,151.3,0,Low Value
13699,169,1,308.58000000000004,0,Low Value
13700,41,10,2265.12,0,Low Value
13703,333,1,99.5,0,Low Value
13704,20,9,2308.06,0,Low Value
13705,22,3,711.86,0,Low Value
13706,317,1,330.79,0,Low Value
13707,281,2,806.41,0,Low Value
13708,286,1,296.88,0,Low Value
13709,18,13,6328.05,2,Mid Value
13710,46,1,180.48,0,Low Value
13711,233,2,252.06,0,Low Value
13712,261,1,228.84,0,Low Value
13715,12,5,1079.34,0,Low Value
13716,284,1,138.28,0,Low Value
13717,47,6,1445.01,0,Low Value
13718,310,2,306.55,0,Low Value
13719,30,5,1041.68,0,Low Value
13720,253,4,799.9,0,Low Value
13721,51,1,524.14,0,Low Value
13722,146,3,2375.41,0,Low Value
13723,962,1,199.85000000000002,3,Inactive
13725,184,8,1980.56,0,Low Value
13726,53,2,1079.66,0,Low Value
13727,43,2,333.48,0,Low Value
13728,51,6,1016.14,0,Low Value
13730,150,2,752.6,0,Low Value
13731,234,2,610.59,0,Low Value
13732,43,1,491.86,0,Low Value
13735,39,4,2885.2400000000002,0,Low Value
13736,20,2,731.9,0,Low Value
13737,214,1,339.6,0,Low Value
13739,398,1,216.9,0,Low Value
13740,255,1,350.75,0,Low Value
13741,86,3,668.4300000000001,0,Low Value
13742,31,12,3131.02,0,Low Value
13743,122,7,1341.6,0,Low Value
13744,110,2,1156.36,0,Low Value
13745,176,1,300.04,0,Low Value
13747,754,1,79.6,3,Inactive
13748,110,5,948.25,0,Low Value
13750,186,5,1647.26,0,Low Value
13751,303,1,296.25,0,Low Value
13752,139,6,1186.28,0,Low Value
13753,302,1,741.26,0,Low Value
13754,166,2,282.6,0,Low Value
13755,18,9,2161.35,0,Low Value
13756,10,14,5189.52,2,Mid Value
13758,16,7,3190.55,0,Low Value
13759,86,2,659.4100000000001,0,Low Value
13760,68,2,286.79,0,Low Value
13761,65,2,1070.65,0,Low Value
13762,233,1,306.72,0,Low Value
13763,78,1,1714.96,0,Low Value
13764,85,3,1521.76,0,Low Value
13767,7,37,17220.36,2,Mid Value
13769,17,10,2796.51,0,Low Value
13771,79,4,2634.45,0,Low Value
13772,48,3,1132.13,0,Low Value
13774,96,1,345.0,0,Low Value
13777,22,33,25977.16,2,Mid Value
13778,118,1,178.7,0,Low Value
13780,22,2,360.01,0,Low Value
13781,265,1,127.84,0,Low Value
13782,27,6,912.0,0,Low Value
13784,72,11,2462.79,0,Low Value
13786,17,1,230.4,0,Low Value
13787,90,2,309.04,0,Low Value
13790,19,1,348.79999999999995,0,Low Value
13791,142,2,1516.0,0,Low Value
13792,81,2,195.55,0,Low Value
13798,14,57,37153.85,2,Mid Value
13799,131,2,688.86,0,Low Value
13800,324,1,558.32,0,Low Value
13801,81,1,324.8,0,Low Value
13802,153,3,4599.42,0,Low Value
13803,270,1,277.07,0,Low Value
13804,45,7,2635.79,0,Low Value
13805,67,2,924.5999999999999,0,Low Value
13806,78,1,256.38,0,Low Value
13807,17,1,112.6,0,Low Value
13808,20,5,1747.66,0,Low Value
13809,320,1,155.05,0,Low Value
13810,43,3,1499.01,0,Low Value
13811,198,3,814.5,0,Low Value
13812,57,3,539.0,0,Low Value
13813,54,4,1366.8600000000001,0,Low Value
13814,107,2,1579.12,0,Low Value
13815,38,4,4027.36,0,Low Value
13816,79,2,571.6700000000001,0,Low Value
13817,1,2,382.98,0,Low Value
13819,316,3,1140.35,0,Low Value
13821,159,2,385.64,0,Low Value
13822,55,2,632.0,0,Low Value
13823,33,2,957.66,0,Low Value
13824,47,5,1698.94,0,Low Value
13826,556,1,189.5,3,Inactive
13827,72,3,412.05,0,Low Value
13828,37,1,209.49,0,Low Value
13831,31,6,2202.99,0,Low Value
13832,399,1,52.2,0,Low Value
13833,174,1,384.8,0,Low Value
13835,40,4,834.57,0,Low Value
13837,226,2,271.24,0,Low Value
13838,19,4,691.73,0,Low Value
13841,1728,1,85.0,3,Inactive
13842,16,9,3385.62,0,Low Value
13844,26,1,361.62,0,Low Value
13845,79,1,312.98,0,Low Value
13846,9,3,865.0600000000001,0,Low Value
13848,312,3,1255.0,0,Low Value
13849,66,2,1537.95,0,Low Value
13850,144,1,1595.48,0,Low Value
13851,110,3,2651.46,0,Low Value
13853,72,1,1090.1399999999999,0,Low Value
13854,38,25,8109.5199999999995,2,Mid Value
13856,183,3,388.5,0,Low Value
13858,71,1,216.17000000000002,0,Low Value
13859,340,1,201.16,0,Low Value
13860,16,5,1245.9,0,Low Value
13862,32,8,2209.36,0,Low Value
13863,262,1,305.78,0,Low Value
13865,73,4,501.56,0,Low Value
13866,89,1,145.67,0,Low Value
13867,46,3,1015.29,0,Low Value
13868,53,2,3192.54,0,Low Value
13869,7,4,3104.9500000000003,0,Low Value
13870,17,8,2770.94,0,Low Value
13871,37,13,6403.25,2,Mid Value
13873,134,3,389.6,0,Low Value
13874,7,1,540.45,0,Low Value
13875,68,5,1786.79,0,Low Value
13876,78,1,122.7,0,Low Value
13877,1197,1,117.24,3,Inactive
13878,69,1,1281.53,0,Low Value
13880,17,13,3219.77,2,Mid Value
13881,18,20,17159.52,2,Mid Value
13882,17,5,1191.13,0,Low Value
13883,25,5,2674.48,0,Low Value
13884,21,5,787.6,0,Low Value
13885,215,2,506.8,0,Low Value
13886,86,1,243.56,0,Low Value
13887,218,1,349.55,0,Low Value
13888,134,2,605.63,0,Low Value
13889,107,1,416.90000000000003,0,Low Value
13890,8,10,1883.81,0,Low Value
13892,78,4,632.97,0,Low Value
13893,312,1,821.1,0,Low Value
13894,38,3,564.62,0,Low Value
13895,42,4,2593.07,0,Low Value
13897,65,1,311.16,0,Low Value
13898,340,1,155.93,0,Low Value
13899,289,2,388.52,0,Low Value
13900,207,3,740.95,0,Low Value
13901,87,5,2867.2000000000003,0,Low Value
13904,52,2,332.64,0,Low Value
13908,94,4,2369.55,0,Low Value
13911,159,9,2580.91,0,Low Value
13914,26,2,626.45,0,Low Value
13917,64,2,272.04,0,Low Value
13918,64,2,1212.8400000000001,0,Low Value
13919,74,2,384.81,0,Low Value
13922,1,1,172.25,0,Low Value
13923,68,1,351.13,0,Low Value
13924,16,6,1838.8500000000001,0,Low Value
13925,136,4,678.25,0,Low Value
13926,38,1,223.85000000000002,0,Low Value
13927,89,1,348.99,0,Low Value
13928,46,4,464.57,0,Low Value
13929,184,2,842.65,0,Low Value
13930,72,2,337.34,0,Low Value
13931,110,2,1237.53,0,Low Value
13932,309,1,307.4,0,Low Value
13933,124,2,608.79,0,Low Value
13934,278,1,922.1,0,Low Value
13936,194,1,376.58,0,Low Value
13937,183,1,158.85,0,Low Value
13938,415,1,71.66,0,Low Value
13939,38,3,568.55,0,Low Value
13940,32,4,839.14,0,Low Value
13941,22,5,5112.96,0,Low Value
13946,216,3,561.57,0,Low Value
13947,80,1,90.60000000000001,0,Low Value
13948,10,1,102.0,0,Low Value
13949,17,6,2427.32,0,Low Value
13950,26,4,745.0600000000001,0,Low Value
13951,190,3,674.45,0,Low Value
13952,232,2,3251.071,0,Low Value
13953,22,7,3515.68,0,Low Value
13954,16,2,439.92,0,Low Value
13955,168,2,322.96,0,Low Value
13956,20,5,1026.42,0,Low Value
13959,12,3,598.2,0,Low Value
13960,36,2,230.22,0,Low Value
13962,36,2,169.54999999999998,0,Low Value
13963,17,4,664.54,0,Low Value
13967,891,1,80.7,3,Inactive
13969,14,18,9053.94,2,Mid Value
13971,33,8,2758.26,0,Low Value
13972,85,2,190.25,0,Low Value
13973,668,1,264.7,3,Inactive
13974,64,1,413.59000000000003,0,Low Value
13975,46,6,2526.28,0,Low Value
13976,221,1,357.98,0,Low Value
13978,60,2,196.79,0,Low Value
13979,88,1,869.87,0,Low Value
13980,75,1,200.14,0,Low Value
13982,15,4,1871.81,0,Low Value
13983,16,12,2603.43,0,Low Value
13984,16,5,920.51,0,Low Value
13985,18,15,7060.13,2,Mid Value
13986,32,1,320.46,0,Low Value
13988,34,6,4147.96,0,Low Value
13989,80,2,1266.08,0,Low Value
13990,228,1,311.3,0,Low Value
13991,27,6,855.97,0,Low Value
13992,1506,1,76.8,3,Inactive
13993,57,9,3466.36,0,Low Value
13994,54,6,2313.14,0,Low Value
13995,30,5,1393.69,0,Low Value
13999,11,12,3901.81,0,Low Value
14000,225,1,635.66,0,Low Value
14001,23,3,2043.0800000000002,0,Low Value
14002,149,2,529.73,0,Low Value
14004,58,7,4582.64,0,Low Value
14005,24,5,2874.72,0,Low Value
14006,130,3,962.19,0,Low Value
14009,213,2,695.61,0,Low Value
14012,292,1,328.8,0,Low Value
14013,125,3,473.02,0,Low Value
14014,92,1,505.18,0,Low Value
14015,67,1,917.34,0,Low Value
14016,7,4,4341.21,0,Low Value
14019,61,3,1421.6100000000001,0,Low Value
14020,31,2,642.8,0,Low Value
14021,226,3,631.9,0,Low Value
14022,240,1,440.0,0,Low Value
14023,22,2,584.07,0,Low Value
14024,139,2,327.7,0,Low Value
14027,75,1,104.82,0,Low Value
14029,78,2,467.66,0,Low Value
14030,15,8,2360.09,0,Low Value
14031,7,19,17286.86,2,Mid Value
14032,5,11,2975.59,0,Low Value
14034,37,3,651.8199999999999,0,Low Value
14035,43,5,1428.02,0,Low Value
14036,299,1,626.65,0,Low Value
14037,14,2,147.20000000000002,0,Low Value
14038,93,3,1560.38,0,Low Value
14039,48,1,152.2,0,Low Value
14040,55,12,3614.92,0,Low Value
14041,281,1,141.41,0,Low Value
14044,41,4,652.82,0,Low Value
14045,124,4,1659.75,0,Low Value
14046,299,1,154.99,0,Low Value
14047,22,5,1308.6100000000001,0,Low Value
14048,320,1,409.93,0,Low Value
14049,31,4,5681.72,0,Low Value
14050,46,2,746.36,0,Low Value
14051,4,23,15610.390000000001,2,Mid Value
14052,34,1,225.35999999999999,0,Low Value
14053,539,2,260.25,3,Inactive
14054,80,1,92.46000000000001,0,Low Value
14055,121,1,725.6400000000001,0,Low Value
14056,16,23,8214.65,2,Mid Value
14057,10,17,6217.96,2,Mid Value
14059,281,1,183.6,0,Low Value
14060,9,19,6140.42,2,Mid Value
14062,4,12,10464.85,2,Mid Value
14064,44,5,1353.74,0,Low Value
14066,281,1,152.55,0,Low Value
14067,78,2,374.7,0,Low Value
14068,335,1,265.85,0,Low Value
14071,18,8,1438.82,0,Low Value
14073,47,1,151.04,0,Low Value
14075,34,3,942.26,0,Low Value
14076,144,1,122.47,0,Low Value
14077,93,5,499.42,0,Low Value
14078,23,6,1049.37,0,Low Value
14079,139,1,375.1,0,Low Value
14080,412,1,45.599999999999994,0,Low Value
14081,19,2,934.52,0,Low Value
14082,14,1,182.25,0,Low Value
14083,4,9,1018.43,0,Low Value
14085,1,18,4448.54,2,Mid Value
14087,17,1,194.42,0,Low Value
14088,24,13,50491.81,2,Mid Value
14089,71,1,161.0,0,Low Value
14090,705,1,76.32000000000001,3,Inactive
14092,2,14,4076.9100000000003,2,Mid Value
14093,26,1,442.85,0,Low Value
14096,18,17,65164.79,2,Mid Value
14098,51,1,147.35,0,Low Value
14099,4,11,3104.17,0,Low Value
14100,152,1,194.9,0,Low Value
14101,88,6,5976.79,0,Low Value
14102,20,5,1360.28,0,Low Value
14104,169,2,216.21,0,Low Value
14105,253,1,1266.23,0,Low Value
14107,14,7,2703.23,0,Low Value
14108,45,2,597.91,0,Low Value
14109,87,1,144.2,0,Low Value
14110,36,12,5683.15,0,Low Value
14111,29,4,692.85,0,Low Value
14112,37,7,2915.15,0,Low Value
14113,18,4,1840.42,0,Low Value
14114,288,2,386.53,0,Low Value
14116,34,5,1382.74,0,Low Value
14117,1254,1,90.0,3,Inactive
14121,18,4,2780.15,0,Low Value
14124,464,1,419.58,3,Inactive
14125,25,3,2740.43,0,Low Value
14126,25,3,706.1300000000001,0,Low Value
14127,137,3,709.71,0,Low Value
14128,75,2,637.5,0,Low Value
14129,16,5,1123.8600000000001,0,Low Value
14130,334,1,483.86,0,Low Value
14132,17,11,3586.03,0,Low Value
14133,330,3,605.64,0,Low Value
14135,3,15,4690.31,2,Mid Value
14138,16,2,982.38,0,Low Value
14139,61,1,415.82,0,Low Value
14140,18,2,935.05,0,Low Value
14141,17,4,915.13,0,Low Value
14142,22,1,311.81,0,Low Value
14143,148,1,115.8,0,Low Value
14145,61,4,3742.2,0,Low Value
14146,7,5,4191.0,0,Low Value
14147,457,2,483.4,3,Inactive
14148,248,1,157.2,0,Low Value
14149,235,1,446.62,0,Low Value
14150,9,2,658.64,0,Low Value
14152,90,2,621.29,0,Low Value
14154,253,2,1345.62,0,Low Value
14155,1012,1,118.75,3,Inactive
14156,24,55,117379.63,1,High Value
14157,34,2,432.88,0,Low Value
14158,55,1,507.65999999999997,0,Low Value
14159,12,11,4693.01,0,Low Value
14161,19,3,1110.52,0,Low Value
14162,188,2,289.36,0,Low Value
14163,102,4,2445.91,0,Low Value
14164,85,2,1631.77,0,Low Value
14165,290,1,122.53999999999999,0,Low Value
14167,179,4,574.84,0,Low Value
14171,112,1,363.79,0,Low Value
14173,25,4,450.84,0,Low Value
14174,48,1,134.46,0,Low Value
14175,74,3,3222.3,0,Low Value
14176,17,4,576.9000000000001,0,Low Value
14177,101,4,559.41,0,Low Value
14178,23,7,1620.93,0,Low Value
14179,55,2,719.78,0,Low Value
14180,7,25,4748.52,2,Mid Value
14184,81,1,452.89,0,Low Value
14185,712,1,197.65,3,Inactive
14188,45,6,2054.36,0,Low Value
14189,17,15,4654.08,2,Mid Value
14191,16,13,4684.76,2,Mid Value
14193,82,2,853.39,0,Low Value
14194,19,21,11349.52,2,Mid Value
14195,216,2,1012.0,0,Low Value
14196,121,1,335.52,0,Low Value
14198,32,4,701.4,0,Low Value
14199,233,1,185.39999999999998,0,Low Value
14201,75,7,747.44,0,Low Value
14204,17,1,161.03,0,Low Value
14205,31,2,466.7,0,Low Value
14206,253,1,328.15999999999997,0,Low Value
14208,109,1,151.74,0,Low Value
14209,25,6,2073.43,0,Low Value
14210,21,6,1905.8400000000001,0,Low Value
14211,68,9,2241.1,0,Low Value
14212,104,1,1070.48,0,Low Value
14214,171,5,1004.38,0,Low Value
14215,18,6,1789.72,0,Low Value
14216,18,4,1839.3,0,Low Value
14217,16,17,2004.98,2,Mid Value
14218,422,1,169.48000000000002,0,Low Value
14219,18,1,89.94,0,Low Value
14220,7,2,632.4000000000001,0,Low Value
14221,57,9,3432.8,0,Low Value
14222,191,1,683.17,0,Low Value
14223,107,3,991.13,0,Low Value
14224,125,4,1050.1200000000001,0,Low Value
14226,44,5,2232.19,0,Low Value
14227,100,10,3350.96,0,Low Value
14229,66,3,1547.2,0,Low Value
14231,198,3,925.71,0,Low Value
14232,57,5,2048.07,0,Low Value
14233,64,4,1462.72,0,Low Value
14234,36,4,775.46,0,Low Value
14235,90,5,3144.86,0,Low Value
14236,21,2,490.86,0,Low Value
14237,23,1,161.0,0,Low Value
14238,707,1,146.85,3,Inactive
14239,86,11,2380.85,0,Low Value
14240,45,2,890.34,0,Low Value
14241,198,1,213.70000000000002,0,Low Value
14242,249,2,280.55,0,Low Value
14243,7,10,2588.77,0,Low Value
14245,234,2,1693.45,0,Low Value
14246,125,3,1474.06,0,Low Value
14247,293,1,136.77,0,Low Value
14248,333,1,302.58,0,Low Value
14250,22,3,1904.05,0,Low Value
14251,16,5,2879.7000000000003,0,Low Value
14256,14,2,969.0600000000001,0,Low Value
14257,78,5,3099.7200000000003,0,Low Value
14258,24,9,12669.98,0,Low Value
14259,156,1,120.0,0,Low Value
14261,93,2,1163.45,0,Low Value
14262,23,8,2618.23,0,Low Value
14264,169,2,333.97,0,Low Value
14265,124,2,530.18,0,Low Value
14267,177,3,1516.24,0,Low Value
14270,346,1,492.65000000000003,0,Low Value
14271,605,1,112.32000000000001,3,Inactive
14272,88,2,437.96,0,Low Value
14273,66,4,559.97,0,Low Value
14276,113,3,1119.74,0,Low Value
14277,30,3,4216.2,0,Low Value
14280,211,1,134.04,0,Low Value
14282,17,15,3729.34,2,Mid Value
14284,45,2,595.25,0,Low Value
14285,36,4,1910.01,0,Low Value
14286,38,3,4628.75,0,Low Value
14287,23,3,176.63,0,Low Value
14288,228,1,426.6,0,Low Value
14289,23,6,911.26,0,Low Value
14290,11,5,2314.65,0,Low Value
14291,16,11,3883.25,0,Low Value
14292,54,9,4871.93,0,Low Value
14293,18,4,1046.56,0,Low Value
14295,55,1,166.20000000000002,0,Low Value
14297,32,4,1305.33,0,Low Value
14298,4,44,51527.3,2,Mid Value
14299,15,9,3965.62,0,Low Value
14300,398,1,43.2,0,Low Value
14301,132,1,640.14,0,Low Value
14304,237,1,383.45,0,Low Value
14305,86,3,1858.96,0,Low Value
14306,66,2,2093.32,0,Low Value
14307,23,6,2995.7200000000003,0,Low Value
14309,8,9,2352.53,0,Low Value
14311,257,1,310.26,0,Low Value
14312,61,6,1611.5900000000001,0,Low Value
14314,121,1,120.0,0,Low Value
14315,59,6,2481.13,0,Low Value
14317,79,1,508.58,0,Low Value
14320,221,2,477.79,0,Low Value
14321,25,5,1530.75,0,Low Value
14323,129,2,605.0600000000001,0,Low Value
14326,257,1,183.85,0,Low Value
14327,178,1,311.65000000000003,0,Low Value
14329,32,7,5014.84,0,Low Value
14331,139,2,462.66,0,Low Value
14332,81,3,866.3100000000001,0,Low Value
14333,82,1,415.2,0,Low Value
14334,7,8,2552.21,0,Low Value
14335,31,2,468.26,0,Low Value
14336,31,4,1614.91,0,Low Value
14338,211,2,588.22,0,Low Value
14339,257,1,309.52000000000004,0,Low Value
14340,233,1,134.7,0,Low Value
14341,60,8,2182.28,0,Low Value
14342,401,4,668.5600000000001,0,Low Value
14344,18,8,889.9300000000001,0,Low Value
14345,53,1,108.98,0,Low Value
14346,135,2,1021.58,0,Low Value
